,id,preco
0,13518783164498355150900635905895481162,74536.55432973904
1,299896161723793383246777788797566040330,76330.08863498968
2,316180649972302128246133616457018378621,251326.9827101833
3,222527157104148385909188217274642813298,100525.14277871166
4,160460343059850745858546502614838368036,97442.15542523171
5,262727202368986244371977784343233436999,65953.85146629336
6,254093764205800086330999281077926851120,126990.94843388534
7,26118184613036116787803832945215674478,196410.35461253906
8,216524630140335566712794225427064313,206228.2237333974
9,185631381169816366226494379020452029389,245097.6403467371
10,193325654448132563278364141820152041311,129046.98075709473
11,238917637717691361625086479663492481749,78514.81013675264
12,55430829679256880238551444522175018156,97921.92418869602
13,215317645068876070368783807654911699750,262114.3783169597
14,81597227204971961501733390453078413740,176974.00503925074
15,144896666825908872755051834814298387194,81613.17429222612
16,184599608599423525451999366981389806783,208565.57081817108
17,332523842755767369964829329030378044388,123066.68872740131
18,115343777354602647202140618045743635008,168807.6925522126
19,20757170217235469489036110086071917277,98558.86449854102
20,185526399598537813925895625787601650168,90827.79506790858
21,60658042813489826886245400795986219027,84691.06130434434
22,252469656136469704862465423825396909961,291050.19885623304
23,144289133420257677937750963126363910239,47050.4383343493
24,286704706212186527658783613441315754259,123793.71503187118
25,104788498292328609834480593297039083847,68643.99162644727
26,83091551517048057678460117003997132666,261712.82763883236
27,253819240599250454081144283787356606601,68191.8600525303
28,47552100267769170589122325402191982347,140561.07866388146
29,143932540867090135955180920741784357244,156568.28456121666
30,196345985565471044954698780677909306202,224589.93177269882
31,244792708737468723430839923035345593106,62693.18584370682
32,84589940414664494482357035061818012137,88450.34972373389
33,272199586960887794853261858460695880945,151306.49767228286
34,49959439507026713714422386346459644032,76071.1299968166
35,281026519311657672970881937258693325762,61046.90313718362
36,93074564150014753673961081882123830374,208687.76670708667
37,26728401390792884431172378844166640182,406511.35217227024
38,188211565885838356078706489204052877949,60443.78994877235
39,72487946181948797581370306862646034491,122038.16466871822
40,228864048115975611203958077134700148633,133003.9949296946
41,112454259487642510247400972640243226784,117988.77284405295
42,222663295482952330188872827964862490542,60672.37088719511
43,174300102534868734265445704595501072047,96057.94655197817
44,65616068149477861830943576277231644996,166945.02645861017
45,12512429268260634755522419284910697215,264347.6412371853
46,336344009530167442733355949279054127993,44492.3729575599
47,79522286518792634854353998912967788405,77444.09879650464
48,82689802293775881487902613650793199776,140860.92620638298
49,145087209205382180995284342956932775590,83808.31463690259
50,148379644220249469735831915363404593938,61206.34182597204
51,81783415914068556337040372580510327746,94923.58694312283
52,17392005129747944984443660408573750669,70155.3297877724
53,221003909581330971303914733428302885356,240522.47248976585
54,32270994133870633595828638411924379558,120876.47773324903
55,44743423162474884539743903954385097896,170560.1590149744
56,256739781367016694034266877805520625472,235055.59933920368
57,102069821313289958956134954896763391138,150551.66863712578
58,295239204594155572903470420706758961711,85381.75671163901
59,217043924033496343963491521400562422856,114164.85570236779
60,230630223901851276472648163541398202700,68486.23583930853
61,228794583325189840821498523768389390979,97240.23452018732
62,226883211751919793077312253417502568887,117878.8590688048
63,178727794896076301413017290746899811351,59016.03102305743
64,233324434070255280697734700180958891999,118024.87565017758
65,120196782885257163651164953359063822616,49342.58345434564
66,307587965035124177469706843302286678852,99397.0933907073
67,147918433942232310306879997092064646229,56061.88431732418
68,322862357217576382174561616320866894896,179903.02673162875
69,239523402888574028389406143855331971634,367411.45997714874
70,113509983214540261664688743850173663995,81617.36543711688
71,109891169875096641331353504149265117244,170492.87313028605
72,14047284765259674200352849951505593080,125778.44516901838
73,185048785858081984334746723407963750558,142631.69296680656
74,233408161489868303803711823496315975517,34706.27680678907
75,271868823659695867806389462405507434039,151989.38232011744
76,234266752075173490649523075655294035700,94035.8676123674
77,135193714861901808768224625797727405125,71013.73006232746
78,65383514239248595231552479759479421653,125923.74019551801
79,763500554236946546082152173974002095,67486.57050917305
80,263071556455718053803505933844459615897,113521.65648649192
81,251187863725990533753089128740859478739,47450.10266962723
82,254288424794027625207128200628830798586,275802.3150266201
83,286319605986498380547161295324785273852,146880.28827343206
84,18156444762146185587945140921021289232,112314.45551948909
85,132399590521100913284690334248594447552,57651.804664953816
86,103484450878268999171337512911053865440,243673.9484909625
87,3912270241651523146374566983699340012,269103.22181661584
88,289442719100949424990356122406061188257,90500.04925089692
89,78107569099680024366542029001316825040,82165.51330607521
90,35630579392702895703343792092821020757,121137.97412224891
91,180495442974534219664033650975071179678,108739.08259918321
92,310808003231123687601982759789167595573,80605.22953705545
93,281412885789869246852489114984059535931,87947.60933713593
94,115834922999693545296191213987693964898,85330.42647642411
95,5731801982113473737231393645963779999,101094.02707343579
96,256716164818036322373140286568690396129,148733.72606637192
97,287091925155434474451326927701130603179,138419.6506275525
98,34260218896401614964439670738816901101,76420.41909957594
99,129711525134942617432200032446355408594,70487.21402934751
100,63813447393601008165654825811986411111,70254.36822517762
101,233957718806307342910872106898233148735,124345.07413457174
102,138508589382193076883186189654019084427,118470.71376009466
103,171762617476835661595108367117122969376,77246.35804589477
104,7122736344425113322294078330615663312,57682.68639958575
105,32931879047335602142815671990698948947,65394.570907030604
106,230483121396274655509988841957998046697,117321.99983644746
107,315766672381283490639653109260892751611,171942.3769688597
108,301104161774368724925476221283740970391,62660.33424632161
109,227510606246395701960366267332503216714,76369.87278169818
110,228659121972304442863099815886729581779,101850.72306121892
111,68086809059173658965599732460689150208,203958.98516833817
112,169041392389609942283143480484429958744,54575.42561372985
113,149581053128777628511664656027161538796,73351.7726555038
114,66252420228989686258481184814476626799,244741.70778121575
115,262859967351480229982146627310415934358,116912.93527188765
116,317829998963593347122303395131613360494,89613.03012007178
117,24887841704125448157191892411715521315,198465.84946880036
118,230199425899098091542244974035896211783,102644.65413131707
119,74011957647759301081569160773746930781,301955.044636344
120,144733803448319336946178686862337261379,110715.83598842836
121,142405383752199423425786993458884627343,100945.2619715449
122,173324636074769296529189625730653285809,88995.62215529247
123,155561347177954121142041908188975524664,122335.13435182687
124,86026435063413102427450773798842306387,113541.4110914167
125,229257356284378921190587377871031567334,45442.74117341941
126,249214025842220849314985638373204146912,77431.42778010963
127,83473208885390680674963932777363338591,123218.29065110105
128,180580369832354477560560602690825188300,70294.83020588447
129,259490022068441742630539072459542535148,135468.6179692038
130,120796267956232721185119513957760631683,319549.28125604015
131,241430542672617103205615601633306372934,340643.83625808114
132,53091847780640456849632756954612576434,103843.60542650917
133,171977066567630375608946040261692762526,214765.87647383218
134,201914625874463660453645362442088079106,123070.88714146904
135,84059384063449374632880341259583908854,140912.30636017962
136,328387208591072585760315241990965355447,256140.54402081744
137,17154426494022331794126934878064958948,289047.1158970656
138,192000139416378047888346422176422040661,71283.85211615176
139,180081646479210699334128198669796160399,290320.0193858492
140,253986101323166575416961447245174692901,99499.80427762885
141,82036269311688064017582673374303244526,151259.62573180685
142,333919908274208141229966147873771212013,126195.06610031877
143,313704772228414954684896419439906454998,103996.79577518729
144,215781134391040786413193932814799270790,75936.8328294199
145,323576127340260635108064420738794619615,179590.694013514
146,21266736316299428255003871822385501006,68882.69477468367
147,186277892327196401769009247007141845185,259093.3738049376
148,118653739393882803347822121960128540090,68145.65965540013
149,178402222675267324741137977644713188119,84268.46090185009
150,14111625130403982018582213981963028060,263941.39864979545
151,325687469192316037825715120219693138391,156468.34608161295
152,338873463459304189674358773507615464140,73531.7385506405
153,245440709240117885881946071499467553000,140350.63477902804
154,3992284778362807624983933766586748960,106043.47311644505
155,177917688273646190120585781998870609412,111743.48225962024
156,307183333739200840624177841605072041043,97385.45384993067
157,335470794133402209198153397416379022899,123172.81574353232
158,203204241445015520264242319199812317633,68283.91067023958
159,134385257647410245621873088337082618012,105372.77539458136
160,6540687257921476537365937337199234069,245323.52288414733
161,203239807831030319375520809440266391745,70480.6979524393
162,39376528018535015868934510381824165952,388682.45658807195
163,333342898325227485720191018314201595565,166887.48824630212
164,216088076765437530118227326459456970218,65397.99622885912
165,294256168413360318515649740566516009388,87303.93661234401
166,249324748703273289890304775287749567094,130938.43465837679
167,227934818343215729770705513085856574374,70135.9132136068
168,157501721120159053919391416852016284295,149209.67133142203
169,297125857657343693187052534926914461136,72873.9570073972
170,87136029063634093621956857943240285302,64099.10588066042
171,199891203388386369979675076525848750178,65555.24458366552
172,102123055616796056444516517520597098387,88643.73324249985
173,237512146312820589708317540195709404676,116985.349491513
174,30984280450885534059052913279584065254,91014.19193935386
175,126374200467604593804720277004278327103,77794.64419758292
176,317466905352534178610659571519473694514,264505.03254844854
177,52865229602472061804485324233666817912,158590.60103904954
178,86984224502002234419916772572194051581,130876.78147247109
179,114416682475133609697441993429731470073,46377.143623035445
180,49500288896238366923661810598993127844,125232.92062361138
181,15465172849640768327142827133509494439,155081.99292159342
182,307334256328869249308029400432335737804,117516.36799600103
183,228144239113577275448986710580982616029,168963.8788512425
184,287139027642678210570007827534054265052,167618.62883664502
185,89914442558408418710315807541943703503,186458.83543797958
186,157724668439282941424079171387574257679,124734.738448761
187,210560980823314089239746782467786021918,130938.43465837679
188,9533463295747584642161614887871041149,94683.64854367211
189,36155487406786930325759004510880817087,130677.12896735648
190,234127326236134497876685668798607764717,81070.7876390273
191,280305492068078804619353598740914253066,92540.60398891203
192,206680675239217462017215069720218496509,42317.77021574367
193,338819821210509135508780606674721178321,86075.66566207942
194,204709679839831821149432932813402540678,236675.7426649909
195,90875432458421346470025553495778630510,265033.61183491076
196,275475573967873268188137718480930488822,220604.15861041792
197,135798733167447402777119122060701579452,37346.62012026593
198,16467710364998450246536251528420949308,72510.82380031186
199,154737869680607241704521619955620605087,274561.7204410934
200,275775611271881132098534927222118097805,52935.75616429802
201,60452051161648408770616607730997043495,88884.69323719139
202,55573982790391311975887758207573440948,120463.44319683743
203,253718454255114896228371873750181818324,74232.97435342081
204,314064790115053828119555179443554195527,138916.72621387965
205,189570492320793832454485868809143337405,228356.2675569474
206,23825261604921702409641748375342950297,137088.60520348622
207,202301262511978571352794896695666151810,102930.20571989162
208,104239568090079872488280748074678202013,269137.76108308346
209,118155484109908082546418446225943368418,307134.41115581687
210,255279298803366738058226980815231053100,87834.92495289497
211,205713080891740291665828451730565250400,72371.15149664663
212,271567936429803209749917402080660109484,120167.19783260532
213,83500313040262972087502975096864972395,202934.9303211382
214,199825580750147224320742424928048221511,113536.36393898804
215,35503660709160520879029443480036147850,168960.34992814332
216,136744533749502088151319862288356809373,57625.102969904015
217,14646148787543855550889731877407837757,375082.72870956414
218,175456875639756620367724513315924621300,63138.32398762035
219,171887264709983159676256955690666649895,72744.49855218934
220,5575201071375003157687971982995539245,239538.72012181897
221,11124399571277862461246801293141325136,517139.35192969994
222,278012921215945326618316328031414262851,319700.77311625157
223,127163062492495403313007757062409704463,37723.84917075073
224,302695598952433192347337048974293502177,75335.85066043792
225,339163194157299289931219327984398277845,31678.56947361404
226,253179630755522290489067862817016603658,134775.53482668306
227,107540865078806037752380310797439708594,117809.1147623583
228,202747226890809260721851930190733529606,132869.48286914063
229,198478944601280023843585927406172044192,127795.25578860502
230,286842543879735416835221285521231976811,61664.969817744204
231,143789229725002136498207123538125838974,188027.54696023668
232,78201854589030752101710975166249263249,143533.4255807706
233,71539818043384923993008937350352775921,28152.6909612653
234,123838437268533573587350797170799646707,80141.74880027819
235,165334355852046750199663818885453553125,195625.40268467276
236,164847888876547845123316770012937374547,86184.90550453379
237,101135033363139067389828698436653266246,119838.45081666355
238,141374361982310778378841790263765631649,50580.167490666856
239,51501364974414551550325981205185510805,68863.08092127791
240,333098681727869732356509759583146783243,87310.98044338079
241,80234378433697420595695125518109986563,69406.46688066592
242,297673004618655036199009294723374585563,145623.8957588599
243,204724813217968425232608712280389418541,92421.14522540574
244,164732854026285442006125485235942552321,126618.84500838669
245,65445352835611637166375000661944038142,67427.34333602745
246,125195180397772507627695240202467616668,36952.62823589978
247,281257928188831742236443910034481673827,139615.56084933333
248,72760201997291128414816024649253969344,362067.7910690323
249,144585264635919229685952729581604945954,124332.66149753096
250,109409243019479710215976616629206450313,149687.18797953826
251,66976033741316305775253961608283832449,56057.49840389599
252,115854473798371071480763488769637364279,244147.60888330816
253,232720943751601322133996644526033346639,126398.00839218148
254,323041358526122545640238179512661294945,47539.31167601898
255,189571065590119531459030372972988857152,231569.24851997412
256,278830396664534453595290082331423099313,77623.9411180116
257,300984310880819626428136259167264912275,162265.38892637118
258,173248095429072161014036748849902411499,143656.1605439034
259,129039911398138055955082870056864208585,123490.09371418392
260,146454092270544064133929926301811629242,103460.5563213023
261,129592620248405902350506193046355842071,41348.34898848876
262,55178716338064917038254616840335174957,136963.32850375242
263,188552232778524889431723723986535909404,41220.81972369434
264,68738777473678077230673408625002210423,141033.66201100926
265,143650065470937114392016771268791037586,71029.60591556832
266,217143375116427375702730221309107403659,65299.8322834877
267,285857547045199800914494123990612675859,68031.96278009897
268,135307513104369620859454296925004799348,102622.72878442043
269,2903351729996390981740848403629759694,72940.90744832205
270,235485459871309587269171897031165221213,135993.90890423954
271,296017386177026941245492297942507209980,344955.92650791403
272,212929532835870383542328836465070003847,166873.44998934577
273,44792053188804682010358556072934285054,123108.84194210038
274,249680012909723910609278828815276571304,161384.27851718693
275,188132402142981885165263956858864369324,79461.2149057283
276,243258499219043077613643874357523126764,160539.72262664564
277,297502384825462058870825265698631506218,262980.880356298
278,20484051710416552458362127419414396483,178616.51465581235
279,253948032676146630057917662989603693686,118131.6793986909
280,98200588353689152620727029014419954738,111511.22104813444
281,14122791477208854429014550356804400039,85502.20323533213
282,208598248089930680140265319653144824605,57337.42732046174
283,298475622302531653739931464689317637382,200746.29047832103
284,2588788666534418410890966725724910669,91665.36193760547
285,9712628666051113562075298365964280298,109027.56677744728
286,42967026650221222538416328816510604054,92193.88136566573
287,331810071519527017054662796283672827753,202721.1546899504
288,285315356430762147444442091168700561658,112821.84961985283
289,147573383959504740059941130006954501777,97520.67163106894
290,173651776695050274824006374512756309389,205261.24654747077
291,22835259108646484176565108425554436078,87571.70065294296
292,163335522228145786871413464789921268309,167394.1503897453
293,79580864837697488703994857109875663787,106968.97550582231
294,18093722071694246612028534734330405579,56350.2465722778
295,163127155367196180506199396832607404204,255970.84040187823
296,82699271274473815957784110120006001949,51259.202546943
297,119898092235710363179284535290646251139,110209.62458310694
298,68120108316829053172179957063351984376,184202.8047286188
299,54499599180823728159929121859469171058,126132.09742572329
300,63151179630102261748377560506608730501,155248.8782260448
301,145333654310498724413243546511454058666,106116.57440623282
302,336202983245746974226373123199424097932,355081.34628055885
303,80276587309374821603900109141230287582,46783.613872927745
304,211510309891117464265129987388111667353,125880.74631995642
305,78028571701435535429546616699600331359,213097.54888125914
306,113813549074392740531940720784724859923,98599.29593845618
307,4297685766429111946834915150390189282,117236.48583709345
308,23624265453284569334580840870468227772,38734.27112301836
309,40400071986899913450748881177856040087,94144.91517267359
310,90589443095105813267320082593691880299,40687.79420071006
311,64930320159540942897278013024377003786,136184.46702106937
312,319957631812806416896645654922579978210,150108.73323078686
313,185473026310374331228749448739740100876,112900.66952943562
314,198280088122233304964566473128626674145,154713.8931521925
315,291324486703807995327553620926461671907,257470.2716914689
316,252398412139115738462469940945037485073,120890.61216574977
317,161513792123050520899783414867921277743,54460.158954572165
318,133941859718052376156303456844748611253,77747.05899159858
319,236698763821887412316107271979375660314,120551.17983170258
320,220897024275644074828713990540418001480,74839.36031639444
321,125219498777135759021804991213472079499,78791.33413622926
322,225236262665838913695842569911381819725,87118.88172510464
323,102867026959240407948863384849717666215,293702.3958220458
324,334671611250424983149953582105157578426,96918.6245274495
325,202238857962075377193838528819386294360,68330.65357064683
326,294826381461538815116698354410337718266,72127.85761196574
327,134053582412896256417478477747987287732,68085.1170956956
328,69566145365553240194649203258354537667,94362.77464017161
329,150522366131828823598206712951808461386,67589.24596011538
330,72250783403620887886049259732989465968,74547.36740833202
331,149743770509507373061143632577402033728,75048.15844927858
332,96337196940644833794308798210198091549,231331.9218548925
333,101203276212024016119653519236468639800,136563.60106635315
334,31248253943168014374462287394366437933,128998.33733348227
335,23539713890923689632095795947345883697,74647.85792536908
336,119322438176104956226268695372268675189,84243.13757871171
337,160148422500349597297641255927779145208,268658.08237301745
338,175024054306603048190034460949283367640,42289.82773948106
339,261523753462729151781825862367880716795,72453.34214471927
340,128976127984583243513716114394905806987,108699.349108446
341,233048716786272920943060104472101528648,97700.87692467375
342,174511354619462076066154910610110813789,213641.91565231787
343,226725547755504887141429761436521674936,94608.8034544928
344,37652492323093015957225863667113657025,116328.15014887982
345,208214939247030690269364941652277831787,228451.3697408682
346,241049905561862937130737499035170116056,180404.89864148395
347,309355085650997328553497310476053555098,147269.66361053791
348,210728588879522143994459928496984844980,115184.51004693353
349,251083960652402088314844346716818748512,71234.5426752159
350,32588674554020939958007130552937642615,69914.68496185979
351,186179222591093597850855476680900540010,212812.3902851276
352,27856973194359145454264272031826593500,109351.93173796477
353,329445361760243842983634726634422777697,156123.89489000358
354,60285670268150123009417941193032412545,97888.80339603973
355,239904779609265423768652807122712092991,186697.30587921457
356,231650690900163478605841528958264128339,102852.71421686359
357,321482777312909765714981366332440515385,84534.93306803034
358,90621921514849077206690405468877758127,85161.69992740915
359,276639800720598623152441995708769505799,95007.17943348555
360,35599638399921433618138546235782154856,109250.7777381989
361,272428218641207652787244740019919302305,150502.1954480647
362,13827434808544997620760470011697996468,71841.39999323907
363,279109446575198515639225706796741027578,105201.28779977291
364,321479234739908702289078207762751987253,108313.05538703036
365,174226979497698774600206385080890750393,78506.60315187878
366,182865986909959534261193617972188889622,57986.81443193333
367,172437796940895194616424248937567297033,120036.97283207648
368,282030584629451581278202376721710140253,68736.84724742036
369,82428450005224601160890646842224934962,104178.65367010396
370,61024120410364780648670176969791841597,57243.24973714592
371,96433814024280757107003356846278915942,445912.85178547964
372,31246285850180460465016063464660475349,137061.2786470426
373,245585367744756540172202614617202064353,125673.65330401948
374,237394978259990110809417167930788706709,164285.50026547798
375,334096094956643999902665108397890687915,223397.46686365173
376,306266746511331768733272013281118295466,83089.75037160542
377,251860337105667763925066449012204406156,42370.07494427251
378,251653768642785546864541895217336209511,207043.3961176504
379,291620155159733413978494988074847918877,120696.09164412208
380,327080493597510383304380083829027279620,65992.20467440736
381,244422386314672151923814279993057016197,59076.15091611811
382,170462664291315293128991148401721771893,144039.3907614292
383,257989218701519970657409064642825336761,101405.1378114542
384,331374419574041081900320833387314971312,97864.0191031478
385,23073044984134910223233700611528674857,91776.74211120103
386,42997397897279951237916754310773533848,146064.6043789339
387,63298095955990174110679892898906751162,67357.04067293806
388,297497593148569665484188355438474127610,102668.18339064752
389,303445302866133442197370745635093694607,83338.80185549961
390,322861063233554373348361057314083231866,67718.46423109656
391,48527108152221097263004277032742101901,184202.8047286188
392,75117505424078084191042295334377867157,77182.89688825059
393,116018537774967638136657499654347725670,154633.33509235748
394,135383065058255621626762415910044371310,262043.81065150956
395,47574077580288490919190048199821943843,142102.80754734532
396,6459793829982592475621262167303176441,105854.09174232461
397,95106860532472896539899332617165990206,73417.70729253328
398,28782640768709979411527357307827215206,70158.42519120025
399,262977950922453685910476157547202117178,216268.5737985048
400,174071088075748030245400208914439434569,262582.3114277416
401,124671737261089704157954636996271464368,257726.30514138754
402,269337118762467309308463785279520896705,168409.91595309216
403,209259198101109684380882037267825895191,46033.822711751236
404,139370578642362418059309898482433877864,50874.87439976874
405,28994136543280939635253308565413799637,74831.6263548052
406,293258297621810430619050641692062405291,76587.46051151617
407,272381528732508241840132189183229013633,385541.7613074915
408,307874037903053987384098599658954960403,186844.9766167068
409,114021850146525252940099530982196156899,157600.03800759916
410,85435999546019100641741099476461592814,146831.27611172784
411,103119620189893041936528088174707335721,302964.0199644713
412,314561543389180668998532834943265131600,118794.02610207014
413,239141765600935393217628201889053036054,140994.69304937185
414,76697964033457283201307050020873621097,107415.89636381755
415,264305253634443490177586368628574983127,29170.396296843373
416,131551992554677248780326195041999521641,147550.52536193165
417,198837458199740351146789848033075668948,102649.65361315456
418,159709089640309121793209096188059608454,165662.9586295786
419,240435520661011051559441709781667984799,67257.46816070832
420,23716439816665350271030334842843532806,62923.31409467454
421,297198590332052235629209184892465938488,67123.0893382182
422,197440825275921787996050910581003183399,53535.24934379999
423,180745679040798042111497260945986779480,124894.1613813914
424,119990119986468488812276117215201680242,119622.51796620806
425,6945802264217055818092053196773826385,97236.41797140443
426,63104735371462773681687091469410802663,89841.45421964972
427,268014220097092881785502328357683444201,128763.82404669735
428,8201931349127617775359419030543521126,90269.56849551502
429,293424115049060887892633269783012383044,75785.34224608062
430,197527187648268149802247209693405400409,136223.10841715726
431,241005170925789036667791898595595904503,102841.3021191505
432,247539232104409163657861640451876304710,124229.56919893739
433,202615412439834095586482453962687156511,213239.76436959617
434,292921571396805845952761765719774180560,152832.15008942675
435,102146554643520147196799385145966778108,166987.80490088504
